Type,Buy,Cur.,Sell,Cur..1,Fee,Cur..2,Exchange,Group,Comment,Date
Withdrawal,0.0,,9648.0,USD,0.0,,Coinbase Pro,default,Withdrawal (Transfer ID: nan),09-01-2021 04:06:43
Trade,0.2531332,BTC,8478.802849944,USD,21.19700712486,USD,Coinbase Pro,default,"Trade (Trade ID: 121854861.0): Buy 0.25313320 BTC, Sell 8478.80284994 USD, Fee 21.19700712 USD",11-01-2021 14:46:20
Withdrawal,0.0,,0.2531332,BTC,0.0,,Coinbase Pro,default,Withdrawal (Transfer ID: 652d521a-f2b3-4294-bd55-11acea664fa0),12-01-2021 15:08:05
Trade,0.54031176,ETH,778.7837583936,USD,1.5575675167872,USD,Coinbase Pro,default,"Trade (Trade ID: 79396863.0): Buy 0.54031176 ETH, Sell 778.78375839 USD, Fee 1.55756752 USD",25-01-2021 00:38:15
Trade,0.09,ETH,129.7224,USD,0.2594448,USD,Coinbase Pro,default,"Trade (Trade ID: 79396864.0): Buy 0.09000000 ETH, Sell 129.72240000 USD, Fee 0.25944480 USD",25-01-2021 00:38:15
Trade,4.0,ETH,5765.44,USD,11.53088,USD,Coinbase Pro,default,"Trade (Trade ID: 79396865.0): Buy 4.00000000 ETH, Sell 5765.44000000 USD, Fee 11.53088000 USD",25-01-2021 00:38:15
Trade,4.0,ETH,5765.48,USD,11.53096,USD,Coinbase Pro,default,"Trade (Trade ID: 79396866.0): Buy 4.00000000 ETH, Sell 5765.48000000 USD, Fee 11.53096000 USD",25-01-2021 00:38:15
Trade,1.75491059,ETH,2530.6337180977,USD,5.0612674361954,USD,Coinbase Pro,default,"Trade (Trade ID: 79396867.0): Buy 1.75491059 ETH, Sell 2530.63371810 USD, Fee 5.06126744 USD",25-01-2021 00:38:15
Trade,0.05102388,ETH,73.5922523628,USD,0.1471845047256,USD,Coinbase Pro,mom,"Trade (Trade ID: 79397323.0): Buy 0.05102388 ETH, Sell 73.59225236 USD, Fee 0.14718450 USD",25-01-2021 00:39:09
Trade,1.5,ETH,2163.36,USD,4.32672,USD,Coinbase Pro,mom,"Trade (Trade ID: 79397319.0): Buy 1.50000000 ETH, Sell 2163.36000000 USD, Fee 4.32672000 USD",25-01-2021 00:39:09
Trade,0.225,ETH,324.51525,USD,0.6490305,USD,Coinbase Pro,mom,"Trade (Trade ID: 79397320.0): Buy 0.22500000 ETH, Sell 324.51525000 USD, Fee 0.64903050 USD",25-01-2021 00:39:09
Trade,4.4,ETH,6346.12,USD,12.69224,USD,Coinbase Pro,mom,"Trade (Trade ID: 79397321.0): Buy 4.40000000 ETH, Sell 6346.12000000 USD, Fee 12.69224000 USD",25-01-2021 00:39:09
Trade,0.5,ETH,721.155,USD,1.44231,USD,Coinbase Pro,mom,"Trade (Trade ID: 79397322.0): Buy 0.50000000 ETH, Sell 721.15500000 USD, Fee 1.44231000 USD",25-01-2021 00:39:09
Deposit,25.15000752,LTC,0.0,,0.0,,Coinbase Pro,default,Deposit (Transfer ID: 32fe904a-3f41-417c-8f2b-44e4da0bd7a9),25-01-2021 16:16:03
Deposit,9532.3032514,XLM,0.0,,0.0,,Coinbase Pro,default,Deposit (Transfer ID: b38a971b-b642-40c7-b5ca-72fe02994ba5),26-01-2021 21:38:30
Trade,1260.0,USD,5000.0,XLM,2.52,USD,Coinbase Pro,default,"Trade (Trade ID: 15176817.0): Buy 1260.00000000 USD, Sell 5000.00000000 XLM, Fee 2.52000000 USD",27-01-2021 05:26:09
Trade,8511.930447,USD,6.67602388,ETH,17.023860894,USD,Coinbase Pro,mom,"Trade (Trade ID: 80046971.0): Buy 8511.93044700 USD, Sell 6.67602388 ETH, Fee 17.02386089 USD",27-01-2021 08:41:13
Trade,1695.3840495,USD,1.32971298,ETH,3.390768099,USD,Coinbase Pro,default,"Trade (Trade ID: 80046981.0): Buy 1695.38404950 USD, Sell 1.32971298 ETH, Fee 3.39076810 USD",27-01-2021 08:41:13
Trade,99.5000055,USD,0.07803922,ETH,0.199000011,USD,Coinbase Pro,default,"Trade (Trade ID: 80046980.0): Buy 99.50000550 USD, Sell 0.07803922 ETH, Fee 0.19900001 USD",27-01-2021 08:41:13
Trade,49.81242675,USD,0.03906857,ETH,0.0996248535,USD,Coinbase Pro,default,"Trade (Trade ID: 80046978.0): Buy 49.81242675 USD, Sell 0.03906857 ETH, Fee 0.09962485 USD",27-01-2021 08:41:13
Trade,637.5,USD,0.5,ETH,1.275,USD,Coinbase Pro,default,"Trade (Trade ID: 80046977.0): Buy 637.50000000 USD, Sell 0.50000000 ETH, Fee 1.27500000 USD",27-01-2021 08:41:13
Trade,12.75,USD,0.01,ETH,0.0255,USD,Coinbase Pro,default,"Trade (Trade ID: 80046979.0): Buy 12.75000000 USD, Sell 0.01000000 ETH, Fee 0.02550000 USD",27-01-2021 08:41:13
