Transaction,Type,Input Currency,Input Amount,Output Currency,Output Amount,USD Equivalent,Fee,Fee Currency,Details,Date / Time (UTC)
NXT2IAUYyieR9rfBT6E4LxPtR,Interest,ETH,0.00005607,ETH,0.00005607,$0.24,-,-,"approved / ETH Interest Earned",2021-11-20 00:00:05
NXT7eKU1IKFZ0ATbwpCfX90n3,Interest,USD,-0.66000000,-,0.00000000,$0.66,-,-,"approved / Interest",2021-11-19 23:00:03
NXT3edvP86NBCPGRkYHRZw9Lw,Interest,BTC,0.00000397,BTC,0.00000397,$0.23,-,-,"approved / BTC Interest Earned",2021-11-19 00:00:05
NXTJxtqjIyQE6gicTf6MTpIB,Interest,ETH,0.00005606,ETH,0.00005606,$0.22,-,-,"approved / ETH Interest Earned",2021-11-19 00:00:05
NXT1oTFwsgM5Bru70L5bJzLUu,Interest,USD,-0.66000000,-,0.00000000,$0.66,-,-,"approved / Interest",2021-11-18 23:00:03
NXT6Ti0WS8gTSLXAOEOR9JVmY,Interest,ETH,0.00005606,ETH,0.00005606,$0.24,-,-,"approved / ETH Interest Earned",2021-11-18 00:00:03
NXT2Mh6FkjXesOPsIWH76y54h,Interest,BTC,0.00000397,BTC,0.00000397,$0.24,-,-,"approved / BTC Interest Earned",2021-11-18 00:00:03
NXT67aQBN6Sbfl90A5HncLzXy,Interest,USD,-0.66000000,-,0.00000000,$0.66,-,-,"approved / Interest",2021-11-17 23:00:02
NXT7fUoKP1jCZE51hfmkMlzie,Interest,ETH,0.00005605,ETH,0.00005605,$0.24,-,-,"approved / ETH Interest Earned",2021-11-17 00:00:03
NXT3vPl6JNNcOXdS53u0jet1b,Interest,BTC,0.00000397,BTC,0.00000397,$0.24,-,-,"approved / BTC Interest Earned",2021-11-17 00:00:03
NXT2fRcVkYrwdOwp9RIOrKa9A,Interest,USD,-0.66000000,-,0.00000000,$0.66,-,-,"approved / Interest",2021-11-16 23:00:02
NXT5C4rhZO3H9SUnKClvNHncY,Interest,BTC,0.00000397,BTC,0.00000397,$0.25,-,-,"approved / BTC Interest Earned",2021-11-16 00:00:04
NXT17ZQi7FJCnu60zHeqwr18U,Interest,ETH,0.00005604,ETH,0.00005604,$0.26,-,-,"approved / ETH Interest Earned",2021-11-16 00:00:04
NXTPyAHJHxtgxtivl7z91YEo,Interest,USD,-0.66000000,-,0.00000000,$0.66,-,-,"approved / Interest",2021-11-15 23:00:02
NXT2scAyyDv41xwBKZ55Zlgau,Interest,BTC,0.00000397,BTC,0.00000397,$0.26,-,-,"approved / BTC Interest Earned",2021-11-15 00:00:04
NXT2Svn5ezoQ0a9giNCT1Z9WH,Interest,ETH,0.00005604,ETH,0.00005604,$0.26,-,-,"approved / ETH Interest Earned",2021-11-15 00:00:04
NXT58Y83BAZr24YGt6XpMbji3,Interest,USD,-0.66000000,-,0.00000000,$0.66,-,-,"approved / Interest",2021-11-14 23:00:02
NXT5mplJU6vbsxw2lrk9kqB6l,Interest,ETH,0.00005603,ETH,0.00005603,$0.26,-,-,"approved / ETH Interest Earned",2021-11-14 00:00:03
NXT5QAloNjwSrk8j6rmQu4QFP,Interest,BTC,0.00000397,BTC,0.00000397,$0.26,-,-,"approved / BTC Interest Earned",2021-11-14 00:00:03
NXTAS7tbXSNDIiX3OVM15Bzc,Interest,USD,-0.66000000,-,0.00000000,$0.66,-,-,"approved / Interest",2021-11-13 23:00:03
NXT3YF55rOGEQG9WL0OrocMMV,Interest,BTC,0.00000397,BTC,0.00000397,$0.25,-,-,"approved / BTC Interest Earned",2021-11-13 00:00:04
NXT2rMrxFbytJdudCbaxbDdME,Interest,ETH,0.00005603,ETH,0.00005603,$0.26,-,-,"approved / ETH Interest Earned",2021-11-13 00:00:04
NXT1ml0d85sWSUWTcXClmIzlr,Interest,USD,-0.66000000,-,0.00000000,$0.66,-,-,"approved / Interest",2021-11-12 23:00:03
NXT4vrN6fAtUgxWzu0lZU4pFT,Interest,BTC,0.00000397,BTC,0.00000397,$0.26,-,-,"approved / BTC Interest Earned",2021-11-12 00:00:03
NXTxgtJaLb71rEJIAaZ1Dh3I,Interest,ETH,0.00005602,ETH,0.00005602,$0.26,-,-,"approved / ETH Interest Earned",2021-11-12 00:00:03
NXT5xe7e7wq7uIMc1Jo92iQDF,Interest,USD,-0.66000000,-,0.00000000,$0.66,-,-,"approved / Interest",2021-11-11 23:00:02
NXT4jCm4mNeJNLbLWgun2EWap,Interest,BTC,0.00000397,BTC,0.00000397,$0.26,-,-,"approved / BTC Interest Earned",2021-11-11 00:00:04
NXT3MbEkaNhwb582NBi7IWY8C,Interest,ETH,0.00005601,ETH,0.00005601,$0.26,-,-,"approved / ETH Interest Earned",2021-11-11 00:00:04
NXT6VipZuy9nmEahXGLRIXnbr,Interest,USD,-0.66000000,-,0.00000000,$0.66,-,-,"approved / Interest",2021-11-10 23:00:03
NXT7aG4JPOEf5TiHa3HCi3ziQ,Interest,ETH,0.00005601,ETH,0.00005601,$0.27,-,-,"approved / ETH Interest Earned",2021-11-10 00:00:04
NXT5I8QkLK9bZXwYHh4mhXTAW,Interest,BTC,0.00000396,BTC,0.00000396,$0.27,-,-,"approved / BTC Interest Earned",2021-11-10 00:00:04
NXT6gLqScfO9Ls0iuZNQvDYqi,Interest,USD,-0.66000000,-,0.00000000,$0.66,-,-,"approved / Interest",2021-11-09 23:00:02
NXT5ib93plDvkw0b3Sz39N6sp,Interest,ETH,0.00005600,ETH,0.00005600,$0.27,-,-,"approved / ETH Interest Earned",2021-11-09 00:00:04
NXT2AkGjpUOLrYFyhpzUlyl7w,Interest,BTC,0.00000396,BTC,0.00000396,$0.27,-,-,"approved / BTC Interest Earned",2021-11-09 00:00:04
NXT3XWdJMww65ETHZWT7A3hzT,Interest,USD,-0.66000000,-,0.00000000,$0.66,-,-,"approved / Interest",2021-11-08 23:00:02
NXT4HQyhPg7td9jXIzCJ7zLk2,Transfer In,BTC,0.03693773,BTC,0.03693773,$2439.09,-,-,"approved / Transfer from Credit Line Wallet to Savings Wallet",2021-11-08 19:10:32
NXT4EzwIJK44lkyxfQDyLUHE0,Interest,ETH,0.00005600,ETH,0.00005600,$0.25,-,-,"approved / ETH Interest Earned",2021-11-08 00:00:04
NXTfg7hJjevJhOX0YZuYbijw,Interest,USD,-0.66000000,-,0.00000000,$0.66,-,-,"approved / Interest",2021-11-07 23:00:02
NXT3NNXOX2GyPbstYWA5yzrxm,Interest,ETH,0.00005599,ETH,0.00005599,$0.25,-,-,"approved / ETH Interest Earned",2021-11-07 00:00:04
NXT5TEgKnVeK1zCLce3AaP0F5,Interest,USD,-0.66000000,-,0.00000000,$0.66,-,-,"approved / Interest",2021-11-06 23:00:02
NXT6BwIhUXe21Ai8sn4JtNqvM,Interest,ETH,0.00005598,ETH,0.00005598,$0.25,-,-,"approved / ETH Interest Earned",2021-11-06 00:00:04
NXT70jJE1rfI6MuxnH3ym6lLH,Interest,USD,-0.66000000,-,0.00000000,$0.66,-,-,"approved / Interest",2021-11-05 23:00:02
NXT1y0tHx19UrKnNlDI2TFWv1,Interest,ETH,0.00005598,ETH,0.00005598,$0.25,-,-,"approved / ETH Interest Earned",2021-11-05 00:00:04
NXT2htkzy9npByL768bByjp9T,Interest,USD,-0.66000000,-,0.00000000,$0.66,-,-,"approved / Interest",2021-11-04 23:00:02
NXT3bZt4186OcxYZP9viyXOIy,Interest,ETH,0.00005597,ETH,0.00005597,$0.25,-,-,"approved / ETH Interest Earned",2021-11-04 00:00:04
NXTlgqRmu6RvXi1jlXMVy0UX,Interest,USD,-0.66000000,-,0.00000000,$0.66,-,-,"approved / Interest",2021-11-03 23:00:02
NXT3Hkae562txwQeQDrEwti69,Interest,ETH,0.00005597,ETH,0.00005597,$0.25,-,-,"approved / ETH Interest Earned",2021-11-03 00:00:04
NXT58JnFrUbD1A1iSq8M0gsqj,Interest,USD,-0.66000000,-,0.00000000,$0.66,-,-,"approved / Interest",2021-11-02 23:00:02
NXT3gMNORD263ZMrezsUpiHLj,Interest,ETH,0.00005596,ETH,0.00005596,$0.24,-,-,"approved / ETH Interest Earned",2021-11-02 00:00:04
NXTRnmw8DfcAnn551UEV0Tnm,Interest,USD,-0.66000000,-,0.00000000,$0.66,-,-,"approved / Interest",2021-11-01 23:00:02
NXT2SIdfin5w4YRC69mHQ5emc,Interest,ETH,0.00005595,ETH,0.00005595,$0.24,-,-,"approved / ETH Interest Earned",2021-11-01 00:00:03
NXT5Uhe0JFmoO2IONGngDpTNp,Interest,USD,-0.66000000,-,0.00000000,$0.66,-,-,"approved / Interest",2021-10-31 23:00:02
NXT4NqutiFsYDNehbvdA8Qw2h,Interest,ETH,0.00005595,ETH,0.00005595,$0.24,-,-,"approved / ETH Interest Earned",2021-10-30 23:00:03
NXT1nAsUuNSUhGc2ZgBxbw35p,Interest,USD,-0.66000000,-,0.00000000,$0.66,-,-,"approved / Interest",2021-10-30 22:00:02
NXTC6FkGPawty7R8tSQpOQVc,Interest,ETH,0.00005594,ETH,0.00005594,$0.25,-,-,"approved / ETH Interest Earned",2021-10-29 23:00:03
NXT2Y0Qb6SMiqiFJk9R738aCF,Interest,USD,-0.65000000,-,0.00000000,$0.65,-,-,"approved / Interest",2021-10-29 22:00:02
NXT5FtcZOtNzvLDTdby9tRPIV,Interest,ETH,0.00005594,ETH,0.00005594,$0.24,-,-,"approved / ETH Interest Earned",2021-10-28 23:00:03
NXT4BqRPKxHFG1nXtG7hiWund,Interest,USD,-0.65000000,-,0.00000000,$0.65,-,-,"approved / Interest",2021-10-28 22:00:02
NXT346bk04N8T43tjXWICf4oz,Interest,ETH,0.00005593,ETH,0.00005593,$0.22,-,-,"approved / ETH Interest Earned",2021-10-27 23:00:04
NXT6XoQuorkThGrEdo4BJA771,Interest,USD,-0.65000000,-,0.00000000,$0.65,-,-,"approved / Interest",2021-10-27 22:00:02
NXT163MYhRJMNPfmQSG0rkr2l,Interest,ETH,0.00005592,ETH,0.00005592,$0.23,-,-,"approved / ETH Interest Earned",2021-10-26 23:00:03
NXT2gWncFZPSjnzD28LG3p7RR,Interest,USD,-0.65000000,-,0.00000000,$0.65,-,-,"approved / Interest",2021-10-26 22:00:02
NXT7Z7KrxJ6u2NA5GnuiKgEAq,Interest,ETH,0.00005592,ETH,0.00005592,$0.24,-,-,"approved / ETH Interest Earned",2021-10-25 23:00:04
NXT2aO6rSWpGKRrmzIMFoUeKl,Interest,USD,-0.65000000,-,0.00000000,$0.65,-,-,"approved / Interest",2021-10-25 22:00:02
NXT44HraO3EqoldbSaOQIfF6B,Interest,ETH,0.00005591,ETH,0.00005591,$0.23,-,-,"approved / ETH Interest Earned",2021-10-24 23:00:03
NXT4IGVl2fS7OAzGVBWp6iqrZ,Interest,USD,-0.65000000,-,0.00000000,$0.65,-,-,"approved / Interest",2021-10-24 22:00:02
NXTWOqVIOx2PxZOiTvvNcMRa,Interest,ETH,0.00005591,ETH,0.00005591,$0.23,-,-,"approved / ETH Interest Earned",2021-10-23 23:00:03
NXT22muZQ88IeKh1Gl8IsIoZI,Interest,USD,-0.65000000,-,0.00000000,$0.65,-,-,"approved / Interest",2021-10-23 22:00:02
NXT23HvL3OLTOlys3E9uqV6GY,Interest,ETH,0.00005590,ETH,0.00005590,$0.22,-,-,"approved / ETH Interest Earned",2021-10-22 23:00:03
NXT7mKPkemTVcJ7uqARtTe8SS,Interest,USD,-0.65000000,-,0.00000000,$0.65,-,-,"approved / Interest",2021-10-22 22:00:02
NXT3NmVv4zrx3NDoON0mF5336,Interest,ETH,0.00005589,ETH,0.00005589,$0.23,-,-,"approved / ETH Interest Earned",2021-10-21 23:00:04
NXT4hVbEgyVveGcirxdRLxTc6,Interest,USD,-0.65000000,-,0.00000000,$0.65,-,-,"approved / Interest",2021-10-21 22:00:02
NXT65dOVClu7YbzbvXhxfEY2c,Interest,ETH,0.00005589,ETH,0.00005589,$0.23,-,-,"approved / ETH Interest Earned",2021-10-20 23:00:04
NXT6vibRSpmpDrpNMu5CJJbc3,Interest,USD,-0.65000000,-,0.00000000,$0.65,-,-,"approved / Interest",2021-10-20 22:00:02
NXT5pR57O55XYyHoD8Di4zgOk,Interest,ETH,0.00005588,ETH,0.00005588,$0.22,-,-,"approved / ETH Interest Earned",2021-10-19 23:00:03
NXT5le7F8nkKlL2drsLQ3fQd8,Interest,USD,-0.65000000,-,0.00000000,$0.65,-,-,"approved / Interest",2021-10-19 22:00:02
NXT4rYSteS6PQ2p7VBHBxAEdo,Interest,ETH,0.00005588,ETH,0.00005588,$0.21,-,-,"approved / ETH Interest Earned",2021-10-18 23:00:03
NXT41qUSWi1qdV1N1xhlawfnf,Interest,USD,-0.65000000,-,0.00000000,$0.65,-,-,"approved / Interest",2021-10-18 22:00:02
NXT1ZhZxVcyb2Ew8auGr0JWyq,Interest,ETH,0.00005587,ETH,0.00005587,$0.21,-,-,"approved / ETH Interest Earned",2021-10-17 23:00:04
NXT4vr15T3oMBxHiu7MSB1wpe,Interest,USD,-0.65000000,-,0.00000000,$0.65,-,-,"approved / Interest",2021-10-17 22:00:03
NXT321D7bn59P8AjhPaOfir1w,Interest,ETH,0.00005586,ETH,0.00005586,$0.21,-,-,"approved / ETH Interest Earned",2021-10-16 23:00:03
NXT69aoeT6KBOYzWmAmXrQHbR,Interest,USD,-0.65000000,-,0.00000000,$0.65,-,-,"approved / Interest",2021-10-16 22:00:02
NXT3bGz8ix67IsoGFa0gCdfOH,Interest,ETH,0.00005586,ETH,0.00005586,$0.22,-,-,"approved / ETH Interest Earned",2021-10-15 23:00:03
NXT4wQaZmJzxrR4TCXrcpHKst,Interest,USD,-0.65000000,-,0.00000000,$0.65,-,-,"approved / Interest",2021-10-15 22:00:03
NXT7ECeAlLoyfBDiAV2278K7g,Interest,ETH,0.00005585,ETH,0.00005585,$0.21,-,-,"approved / ETH Interest Earned",2021-10-14 23:00:03
NXT1LHf7yYDxv3aoumuGMziSA,Interest,USD,-0.65000000,-,0.00000000,$0.65,-,-,"approved / Interest",2021-10-14 22:00:02
NXTT4H08VbJrKhnJBtZTVBWU,Interest,ETH,0.00005585,ETH,0.00005585,$0.20,-,-,"approved / ETH Interest Earned",2021-10-13 23:00:03
NXTj8wBZx29mWGQBJsTUDye0,Interest,USD,-0.65000000,-,0.00000000,$0.65,-,-,"approved / Interest",2021-10-13 22:00:03
NXT1jzmu8ICjgY3tIQ9WyrrOE,Interest,ETH,0.00005584,ETH,0.00005584,$0.20,-,-,"approved / ETH Interest Earned",2021-10-12 23:00:03
NXT3iA0TWFI6iV2An4FxMTHwC,Interest,USD,-0.65000000,-,0.00000000,$0.65,-,-,"approved / Interest",2021-10-12 22:00:02
NXT6DtEUoapJ5QHeMNGAmwEDf,Interest,ETH,0.00005583,ETH,0.00005583,$0.20,-,-,"approved / ETH Interest Earned",2021-10-11 23:00:03
NXT6hYtTNpMwUuczN3tkMayvn,Interest,USD,-0.65000000,-,0.00000000,$0.65,-,-,"approved / Interest",2021-10-11 22:00:03
NXT2cF9jNU1i0ALsQqkXtNftQ,Interest,ETH,0.00005583,ETH,0.00005583,$0.19,-,-,"approved / ETH Interest Earned",2021-10-10 23:00:04
NXT7bUwsCL6k2Ew0IZm3FaOOe,Interest,USD,-0.65000000,-,0.00000000,$0.65,-,-,"approved / Interest",2021-10-10 22:00:02
NXT1Lfy8sRLA4rw6Y1SKRevrP,Interest,ETH,0.00005582,ETH,0.00005582,$0.20,-,-,"approved / ETH Interest Earned",2021-10-09 23:00:04
NXT5Zismi2A0rd4gqr6DtIEcZ,Interest,USD,-0.65000000,-,0.00000000,$0.65,-,-,"approved / Interest",2021-10-09 22:00:03
NXTdv9irJrWA8o7uAYf37w62,Interest,ETH,0.00005582,ETH,0.00005582,$0.20,-,-,"approved / ETH Interest Earned",2021-10-08 23:00:03
NXT4wRSA6LVwpPR2v2uYIqN3e,Interest,USD,-0.65000000,-,0.00000000,$0.65,-,-,"approved / Interest",2021-10-08 22:00:02
NXT7YRMwmClnC95LtwM4aO7g2,Interest,ETH,0.00005581,ETH,0.00005581,$0.20,-,-,"approved / ETH Interest Earned",2021-10-07 23:00:03
NXTfBhmZl1Tj6ovKf1zy1qSJ,Interest,USD,-0.65000000,-,0.00000000,$0.65,-,-,"approved / Interest",2021-10-07 22:00:02
NXT68riavG6OgRPKstUFlFbfd,Interest,ETH,0.00005580,ETH,0.00005580,$0.20,-,-,"approved / ETH Interest Earned",2021-10-06 23:00:04
NXT58mCUch0P9kRftFrypiKeE,Interest,USD,-0.65000000,-,0.00000000,$0.65,-,-,"approved / Interest",2021-10-06 22:00:03
NXT19qiLB5MAxMBoLfuWfE7Pr,Interest,ETH,0.00005580,ETH,0.00005580,$0.20,-,-,"approved / ETH Interest Earned",2021-10-05 23:00:03
NXT3LfboyPCjxIB24XiriyFoi,Interest,USD,-0.65000000,-,0.00000000,$0.65,-,-,"approved / Interest",2021-10-05 22:00:02
NXT3cRWJbVdOnFtXdMHbZ0cvZ,Interest,ETH,0.00005579,ETH,0.00005579,$0.19,-,-,"approved / ETH Interest Earned",2021-10-04 23:00:04
NXT7Q7e11dg8OU0gZ6bxhqdMl,Interest,USD,-0.65000000,-,0.00000000,$0.65,-,-,"approved / Interest",2021-10-04 22:00:02
NXTPeYa3BupG8wNAFxntRwEZ,Interest,ETH,0.00005579,ETH,0.00005579,$0.19,-,-,"approved / ETH Interest Earned",2021-10-03 23:00:03
NXT7iPBAugMFyPZVSluAE6Dt2,Interest,USD,-0.65000000,-,0.00000000,$0.65,-,-,"approved / Interest",2021-10-03 22:00:02
NXT63bO3szmLcMpK4U9xCo8GS,Interest,ETH,0.00005578,ETH,0.00005578,$0.19,-,-,"approved / ETH Interest Earned",2021-10-02 23:00:03
NXT2pNB3dEnZMxA4OQ8CUQ86c,Interest,USD,-0.65000000,-,0.00000000,$0.65,-,-,"approved / Interest",2021-10-02 22:00:02
NXT2DREcCfXdebd2qZV0G0CgW,Interest,ETH,0.00005577,ETH,0.00005577,$0.18,-,-,"approved / ETH Interest Earned",2021-10-01 23:00:03
NXT27m4RSGj7igjTyWby9iOoE,Interest,USD,-0.65000000,-,0.00000000,$0.65,-,-,"approved / Interest",2021-10-01 22:00:03
NXT6hCQcTbVgAuygOX4kKrrn4,Interest,ETH,0.00005577,ETH,0.00005577,$0.17,-,-,"approved / ETH Interest Earned",2021-09-30 23:00:03
NXT2Ya5leNTHopYtu5OFA2St3,Interest,USD,-0.65000000,-,0.00000000,$0.65,-,-,"approved / Interest",2021-09-30 22:00:02
NXT4NkO3S3gxbmsSIv9We0Q9a,Interest,ETH,0.00005576,ETH,0.00005576,$0.16,-,-,"approved / ETH Interest Earned",2021-09-29 23:00:03
NXT1qidV0MqbYBi4qBDy6hGIK,Interest,USD,-0.65000000,-,0.00000000,$0.65,-,-,"approved / Interest",2021-09-29 22:00:03
NXT1U3trOAHaYdOQfWj2pE1Zq,Interest,ETH,0.00005576,ETH,0.00005576,$0.16,-,-,"approved / ETH Interest Earned",2021-09-28 23:00:03
NXT3UF9ge6IQy5UgTFb9cjuoS,Interest,USD,-0.65000000,-,0.00000000,$0.65,-,-,"approved / Interest",2021-09-28 22:00:02
NXT7CrHBfKBKEvqMLvvhtEpjE,Interest,ETH,0.00005575,ETH,0.00005575,$0.17,-,-,"approved / ETH Interest Earned",2021-09-27 23:00:03
NXTS76bMm3TWx1631gupMgfj,Interest,USD,-0.65000000,-,0.00000000,$0.65,-,-,"approved / Interest",2021-09-27 22:00:02
NXT1us78m9HfJ7cR7aADbyuNd,Interest,ETH,0.00005574,ETH,0.00005574,$0.17,-,-,"approved / ETH Interest Earned",2021-09-26 23:00:04
NXT4URNKYWO9qwNwlbXariwTq,Interest,USD,-0.65000000,-,0.00000000,$0.65,-,-,"approved / Interest",2021-09-26 22:00:03
NXT6I4iw9RDjBNuW2KM6XZSI9,Interest,ETH,0.00005574,ETH,0.00005574,$0.16,-,-,"approved / ETH Interest Earned",2021-09-25 23:00:03
NXT3jMUOxlrydfZpyNoLxv4Bs,Interest,USD,-0.65000000,-,0.00000000,$0.65,-,-,"approved / Interest",2021-09-25 22:00:02
NXTviu5eT4egPP0gusQu7Etd,Interest,ETH,0.00005573,ETH,0.00005573,$0.16,-,-,"approved / ETH Interest Earned",2021-09-24 23:00:03
NXT1Q3olF1Yw0KzQqKArrAsnn,Interest,USD,-0.65000000,-,0.00000000,$0.65,-,-,"approved / Interest",2021-09-24 22:00:02
NXT75wms6iemXgB9oDGSDG99j,Interest,ETH,0.00005573,ETH,0.00005573,$0.18,-,-,"approved / ETH Interest Earned",2021-09-23 23:00:04
NXTtvvrZ1zHMISHTmJqjLSgh,Interest,USD,-0.65000000,-,0.00000000,$0.65,-,-,"approved / Interest",2021-09-23 22:00:02
NXT67T17Y2xgqFwJWNasVDRRy,Interest,ETH,0.00005572,ETH,0.00005572,$0.17,-,-,"approved / ETH Interest Earned",2021-09-22 23:00:03
NXTzLoc5erDtBsL5cBMZSZtk,Interest,USD,-0.65000000,-,0.00000000,$0.65,-,-,"approved / Interest",2021-09-22 22:00:02
NXT2wPuOiJi1cJhvtzC05Lpui,Interest,ETH,0.00005571,ETH,0.00005571,$0.15,-,-,"approved / ETH Interest Earned",2021-09-21 23:00:03
NXTXoAdJ4Rvo5mopdMVW8pWC,Interest,USD,-0.65000000,-,0.00000000,$0.65,-,-,"approved / Interest",2021-09-21 22:00:03
NXT4BsCTzl3UTtzheTCicubbg,Interest,ETH,0.00005571,ETH,0.00005571,$0.17,-,-,"approved / ETH Interest Earned",2021-09-20 23:00:04
NXT28PTTql3aocNdgSQJrMFnz,Interest,USD,-0.65000000,-,0.00000000,$0.65,-,-,"approved / Interest",2021-09-20 22:00:02
NXT1memJVRhnVvi3hsEEyQTta,Interest,ETH,0.00005570,ETH,0.00005570,$0.18,-,-,"approved / ETH Interest Earned",2021-09-19 23:00:04
NXT1Df1Fa4Zw31L6fVqd5nMSM,Interest,USD,-0.64000000,-,0.00000000,$0.64,-,-,"approved / Interest",2021-09-19 22:00:02
NXT3TazEdg1YCUUKAqZ29XWAE,Interest,ETH,0.00005570,ETH,0.00005570,$0.19,-,-,"approved / ETH Interest Earned",2021-09-18 23:00:03
NXT1isKhrRunJCSghWny4dLWy,Interest,USD,-0.64000000,-,0.00000000,$0.64,-,-,"approved / Interest",2021-09-18 22:00:03
NXT31mQ6WzTpKwY8Pj1dSB72m,Interest,ETH,0.00005569,ETH,0.00005569,$0.19,-,-,"approved / ETH Interest Earned",2021-09-17 23:00:03
NXTQmctvcLGlqPDpTmfWRhss,Interest,USD,-0.64000000,-,0.00000000,$0.64,-,-,"approved / Interest",2021-09-17 22:00:02
NXT6iUcRa1z1ZefKjUa1GUZqb,Interest,ETH,0.00005568,ETH,0.00005568,$0.20,-,-,"approved / ETH Interest Earned",2021-09-16 23:00:03
NXT3vpBaWtqbjpNpvy0urLvfV,Interest,USD,-0.64000000,-,0.00000000,$0.64,-,-,"approved / Interest",2021-09-16 22:00:02
NXT2XhbxkzPrFcnxenAw0vyXr,Interest,ETH,0.00005568,ETH,0.00005568,$0.20,-,-,"approved / ETH Interest Earned",2021-09-15 23:00:03
NXT4Qma5nxcaLOtygzc1oikxS,Interest,USD,-0.64000000,-,0.00000000,$0.64,-,-,"approved / Interest",2021-09-15 22:00:02
NXT7YXccquhlLhGerlUmBBK7x,Interest,ETH,0.00005567,ETH,0.00005567,$0.19,-,-,"approved / ETH Interest Earned",2021-09-14 23:00:03
NXT2Hl5SR3YNJAANHkh9OEdi,Interest,USD,-0.64000000,-,0.00000000,$0.64,-,-,"approved / Interest",2021-09-14 22:00:03
NXT56Fdkmqx76F39M7Ep3iDCE,Interest,ETH,0.00005567,ETH,0.00005567,$0.18,-,-,"approved / ETH Interest Earned",2021-09-13 23:00:03
NXT4y1h0SNb5pHRT4XymzWy0u,Interest,USD,-0.64000000,-,0.00000000,$0.64,-,-,"approved / Interest",2021-09-13 22:00:03
NXT4xtqsqNgFw9s0fxWmF1MNI,Interest,ETH,0.00005566,ETH,0.00005566,$0.19,-,-,"approved / ETH Interest Earned",2021-09-12 23:00:03
NXT4SYPB8GWzQXfRMDy8UHyjl,Interest,USD,-0.64000000,-,0.00000000,$0.64,-,-,"approved / Interest",2021-09-12 22:00:03
NXT7PptgrzZwoW95tXHZiVD6x,Interest,ETH,0.00005565,ETH,0.00005565,$0.18,-,-,"approved / ETH Interest Earned",2021-09-11 23:00:03
NXT1aXLueAA4rnqLcUKbjaOeY,Interest,USD,-0.64000000,-,0.00000000,$0.64,-,-,"approved / Interest",2021-09-11 22:00:03
NXT71MlcFRu6GCP7FD4ASTH8W,Interest,ETH,0.00005565,ETH,0.00005565,$0.18,-,-,"approved / ETH Interest Earned",2021-09-10 23:00:03
NXT2UkeGxNpEunPCon3KaDBZN,Interest,USD,-0.64000000,-,0.00000000,$0.64,-,-,"approved / Interest",2021-09-10 22:00:02
NXT6KQrk1vXBMTe5Z7GrQWQLe,Interest,ETH,0.00005564,ETH,0.00005564,$0.19,-,-,"approved / ETH Interest Earned",2021-09-09 23:00:04
NXT4hdQApC1EkX4HqAjx9wyx8,Interest,USD,-0.64000000,-,0.00000000,$0.64,-,-,"approved / Interest",2021-09-09 22:00:02
NXT29RqhpFhPoY0ItsFMQVlQv,Interest,ETH,0.00005564,ETH,0.00005564,$0.20,-,-,"approved / ETH Interest Earned",2021-09-08 23:00:03
NXT6FTBf2ZnAcEj4SBI0XEPN,Interest,USD,-0.64000000,-,0.00000000,$0.64,-,-,"approved / Interest",2021-09-08 22:00:03
NXT1aMB057xzDaYbP651e0gbR,Interest,ETH,0.00005563,ETH,0.00005563,$0.19,-,-,"approved / ETH Interest Earned",2021-09-07 23:00:03
NXT6grldRE1pdXuDhCFqJ03oK,Interest,USD,-0.64000000,-,0.00000000,$0.64,-,-,"approved / Interest",2021-09-07 22:00:02
NXT3KMh8fAxQgiJa0hD8SwKeG,Interest,ETH,0.00005563,ETH,0.00005563,$0.22,-,-,"approved / ETH Interest Earned",2021-09-06 23:00:03
NXT1tsqetO8u5iM2joT8zpihI,Interest,USD,-0.64000000,-,0.00000000,$0.64,-,-,"approved / Interest",2021-09-06 22:00:02
NXT6bOcwkdA84CRWDnc71KhvK,Interest,ETH,0.00005562,ETH,0.00005562,$0.22,-,-,"approved / ETH Interest Earned",2021-09-05 23:00:04
NXTJa4TRvgJBNv07sy4NlD3l,Interest,USD,-0.64000000,-,0.00000000,$0.64,-,-,"approved / Interest",2021-09-05 22:00:03
NXT5yl3D0l3YIdwvvURise5EW,Interest,ETH,0.00005561,ETH,0.00005561,$0.22,-,-,"approved / ETH Interest Earned",2021-09-04 23:00:03
NXT3TobrL5qpF68Xevd28x1dc,Interest,USD,-0.64000000,-,0.00000000,$0.64,-,-,"approved / Interest",2021-09-04 22:00:02
NXT7VSmMLh3gMZNkzXynuvK39,Interest,ETH,0.00005561,ETH,0.00005561,$0.22,-,-,"approved / ETH Interest Earned",2021-09-03 23:00:03
NXT4Bq6gWoZUFRcvKDzTTO5fz,Interest,USD,-0.64000000,-,0.00000000,$0.64,-,-,"approved / Interest",2021-09-03 22:00:02
NXTL5NiBkNSR3alPE646BxRb,Interest,ETH,0.00005560,ETH,0.00005560,$0.21,-,-,"approved / ETH Interest Earned",2021-09-02 23:00:03
NXT5McvkRls7xbvtksc5WJiAs,Interest,USD,-0.64000000,-,0.00000000,$0.64,-,-,"approved / Interest",2021-09-02 22:00:02
NXT6Ej0ljbtR9cCfuRe72nPCr,Interest,ETH,0.00005560,ETH,0.00005560,$0.21,-,-,"approved / ETH Interest Earned",2021-09-01 23:00:03
NXTWBPW6IQwivOrdNHnQGYMD,Interest,USD,-0.64000000,-,0.00000000,$0.64,-,-,"approved / Interest",2021-09-01 22:00:03
