Transaction,Type,Input Currency,Input Amount,Output Currency,Output Amount,USD Equivalent,Fee,Fee Currency,Details,Date / Time (UTC)
NXT6Wuu8cYoGreG2J7Xl2fy2R,Interest,USD,-1.10000000,-,0.00000000,$1.10,-,-,"approved / Interest",2023-04-13 22:00:03
NXT5Z591wD6zLBioT93RdNFEk,Interest,USD,-1.10000000,-,0.00000000,$1.10,-,-,"approved / Interest",2023-04-12 22:00:02
NXT5GyKPaWAu3Rr8EwyGpQvWz,Interest,USD,-1.10000000,-,0.00000000,$1.10,-,-,"approved / Interest",2023-04-11 22:00:02
NXT1ltbA8ml14BSyDcmyHmxwe,Interest,USD,-1.10000000,-,0.00000000,$1.10,-,-,"approved / Interest",2023-04-10 22:00:02
NXT5aWpB4GVwzK0cFHatVBK11,Interest,USD,-1.10000000,-,0.00000000,$1.10,-,-,"approved / Interest",2023-04-09 22:00:03
NXT6v9thMyXOCfjcM4tL3nVV3,Interest,USD,-1.10000000,-,0.00000000,$1.10,-,-,"approved / Interest",2023-04-08 22:00:03
NXT34hSkuCEFrhvR9xLrsxbXH,Interest,USD,-1.10000000,-,0.00000000,$1.10,-,-,"approved / Interest",2023-04-07 22:00:03
NXT2Y7zIFiOfMxpqK4vJe8ZRa,Interest,USD,-1.10000000,-,0.00000000,$1.10,-,-,"approved / Interest",2023-04-06 22:00:02
NXT6PgFZK8dbM7v0vWI1REOrg,Interest,USD,-1.10000000,-,0.00000000,$1.10,-,-,"approved / Interest",2023-04-05 22:00:02
NXT4CjDdYTNt2QRzhD6MGFimZ,Interest,USD,-1.10000000,-,0.00000000,$1.10,-,-,"approved / Interest",2023-04-04 22:00:02
NXTuXyjMjvymQZ5WEhgMCCS2,Interest,USD,-0.76000000,-,0.00000000,$0.76,-,-,"approved / Interest",2023-04-03 22:00:02
NXTghRBy6Bg2fTdaRhB2Aosu,Interest,USD,-1.10000000,-,0.00000000,$1.10,-,-,"approved / Interest",2023-04-02 22:00:02
NXT3c63xsTPHanp8wMjnW1y9a,Interest,USD,-1.10000000,-,0.00000000,$1.10,-,-,"approved / Interest",2023-04-01 22:00:02
NXT2siCKr84rMwQ0RptgrfQDA,Unlocking Term Deposit,NEXO,493.04146548,NEXO,493.04146548,$346.82,-,-,"approved / Transfer from Term Wallet to Savings Wallet",2023-04-01 05:02:19
NXTn8ybOJDxLdtgugONrGcz6,Fixed Term Interest,NEXO,10.67676944,NEXO,10.67676944,$7.51,-,-,"approved / Term Deposit Interest",2023-04-01 05:02:19
NXT77wfBJ4whOrHGIDOBBmQrm,Interest,NEXO,0.00752287,NEXO,0.00752287,$0.00,-,-,"approved / NEXO Interest Earned",2023-04-01 05:00:15
NXT6MBOkxRHKu7g30nTuWbQTr,Interest,ETH,0.00008951,ETH,0.00008951,$0.16,-,-,"approved / ETH Interest Earned",2023-04-01 05:00:15
NXTDK81Kf0y1GM6kiQv0nSl4,Interest,USD,-0.76000000,-,0.00000000,$0.76,-,-,"approved / Interest",2023-03-31 22:00:03
NXT67Snh0TnHNuJpRgXKRPJ4R,Interest,NEXO,0.00752206,NEXO,0.00752206,$0.00,-,-,"approved / NEXO Interest Earned",2023-03-31 05:00:15
NXT4LIhDn0zMj4MDIYHhdmH53,Interest,ETH,0.00008949,ETH,0.00008949,$0.16,-,-,"approved / ETH Interest Earned",2023-03-31 05:00:15
NXT4W7ytU5YdVchurMtnKkXiB,Interest,USD,-0.76000000,-,0.00000000,$0.76,-,-,"approved / Interest",2023-03-30 22:00:03
NXT5Cin5OzXVVbWwUzSc4Fu5b,Interest,ETH,0.00008948,ETH,0.00008948,$0.16,-,-,"approved / ETH Interest Earned",2023-03-30 05:00:16
NXT2LuQLwUde1piXAQWzyZNOo,Interest,NEXO,0.00752125,NEXO,0.00752125,$0.00,-,-,"approved / NEXO Interest Earned",2023-03-30 05:00:16
NXT4pUowuNyqHzzIHBsXrCOav,Interest,USD,-0.76000000,-,0.00000000,$0.76,-,-,"approved / Interest",2023-03-29 22:00:02
NXT3xRBkIiGbTxsiFzaPq7sHb,Interest,NEXO,0.00752045,NEXO,0.00752045,$0.00,-,-,"approved / NEXO Interest Earned",2023-03-29 05:00:15
NXT1Z5YJYXDctOS1yFzk9jVcZ,Interest,ETH,0.00008947,ETH,0.00008947,$0.16,-,-,"approved / ETH Interest Earned",2023-03-29 05:00:15
NXT6z8Q6CPGkWMjvhnd4h7gMU,Interest,USD,-0.76000000,-,0.00000000,$0.76,-,-,"approved / Interest",2023-03-28 22:00:02
NXT7YWA1TRa4U1uvYPUodD9bZ,Interest,NEXO,0.00751964,NEXO,0.00751964,$0.00,-,-,"approved / NEXO Interest Earned",2023-03-28 05:00:21
NXT2ynawaSr6hPTfhrByVbhYr,Interest,ETH,0.00008946,ETH,0.00008946,$0.15,-,-,"approved / ETH Interest Earned",2023-03-28 05:00:21
NXT3ZtjkAz8I7rym0RMtA8Ixz,Interest,USD,-0.76000000,-,0.00000000,$0.76,-,-,"approved / Interest",2023-03-27 22:00:02
NXTjn5Zkqe7xisMQX8vkMkql,Interest,NEXO,0.00751883,NEXO,0.00751883,$0.00,-,-,"approved / NEXO Interest Earned",2023-03-27 05:00:15
NXTanfbAB2wuazXzhGR1t9Zv,Interest,ETH,0.00008945,ETH,0.00008945,$0.15,-,-,"approved / ETH Interest Earned",2023-03-27 05:00:15
NXT79mX24OetuRcNPO34RsV6D,Interest,USD,-0.76000000,-,0.00000000,$0.76,-,-,"approved / Interest",2023-03-26 22:00:02
NXT4F0aeWAj83D0UzxiOWuNNP,Interest,NEXO,0.00751802,NEXO,0.00751802,$0.00,-,-,"approved / NEXO Interest Earned",2023-03-26 05:00:14
NXTuIUoK41kKDSYRaGGNkNJt,Interest,ETH,0.00008944,ETH,0.00008944,$0.15,-,-,"approved / ETH Interest Earned",2023-03-26 05:00:14
NXT1ZHu1qnijYyaECWo5m9nOX,Interest,USD,-0.76000000,-,0.00000000,$0.76,-,-,"approved / Interest",2023-03-25 23:00:02
NXT4XV2pQWC9X5BtaFm5dziRY,Interest,NEXO,0.00751721,NEXO,0.00751721,$0.00,-,-,"approved / NEXO Interest Earned",2023-03-25 06:00:15
NXT4JdqGXBgGgiEJsf4xJ7aIb,Interest,ETH,0.00008943,ETH,0.00008943,$0.15,-,-,"approved / ETH Interest Earned",2023-03-25 06:00:15
NXT4eYoCKoQ3CPMFjvHvYE2vG,Interest,USD,-0.76000000,-,0.00000000,$0.76,-,-,"approved / Interest",2023-03-24 23:00:02
NXT4KXHChmpNnFPzvvoSwmP9t,Interest,ETH,0.00008942,ETH,0.00008942,$0.16,-,-,"approved / ETH Interest Earned",2023-03-24 06:00:15
NXT3S4Kttmm1gTkiOwjnTF4iS,Interest,NEXO,0.00751641,NEXO,0.00751641,$0.00,-,-,"approved / NEXO Interest Earned",2023-03-24 06:00:15
NXT7iudkIfwWgDOc1YvQY1Be5,Interest,USD,-0.76000000,-,0.00000000,$0.76,-,-,"approved / Interest",2023-03-23 23:00:03
NXT1ZpQRSKe73fIspnGoMDXAk,Interest,NEXO,0.00751560,NEXO,0.00751560,$0.00,-,-,"approved / NEXO Interest Earned",2023-03-23 06:00:15
NXTuExdg2Ya8T4SpSoQe5Gdc,Interest,ETH,0.00008941,ETH,0.00008941,$0.15,-,-,"approved / ETH Interest Earned",2023-03-23 06:00:15
NXT5ANZDbaOxjcJzERQ9cdmiu,Interest,USD,-0.76000000,-,0.00000000,$0.76,-,-,"approved / Interest",2023-03-22 23:00:02
NXT3et3jwjT9XhGqqUULgCrtl,Interest,NEXO,0.00751479,NEXO,0.00751479,$0.00,-,-,"approved / NEXO Interest Earned",2023-03-22 06:00:17
NXT3USHRMuNNYEFzXKI6uiZ3y,Interest,ETH,0.00008453,ETH,0.00008453,$0.15,-,-,"approved / ETH Interest Earned",2023-03-22 06:00:17
NXT7T0qkFAHP3bIqKDwiCIB1N,Interest,USD,-0.76000000,-,0.00000000,$0.76,-,-,"approved / Interest",2023-03-21 23:00:03
NXT7QgiKcnsy5TTK4P80MiNHb,Interest,ETH,0.00008939,ETH,0.00008939,$0.15,-,-,"approved / ETH Interest Earned",2023-03-21 06:00:15
NXT3AQZObG8XJORTdCStVDO6F,Interest,NEXO,0.00751398,NEXO,0.00751398,$0.00,-,-,"approved / NEXO Interest Earned",2023-03-21 06:00:15
NXToAjbnZ0Zqu33LIj1scEUz,Interest,USD,-0.76000000,-,0.00000000,$0.76,-,-,"approved / Interest",2023-03-20 23:00:02
NXT28K7qYoQsZSxg90elr3Y1B,Interest,ETH,0.00008451,ETH,0.00008451,$0.14,-,-,"approved / ETH Interest Earned",2023-03-20 06:00:15
NXT11t22KjOLhQonRmXIwwlON,Interest,NEXO,0.00751318,NEXO,0.00751318,$0.00,-,-,"approved / NEXO Interest Earned",2023-03-20 06:00:15
NXT7GEMSSJwYSPiW0zfdJ7VUZ,Interest,USD,-1.09000000,-,0.00000000,$1.09,-,-,"approved / Interest",2023-03-19 23:00:02
NXT7J9FMSe7x4aYe0KCWF8npm,Interest,NEXO,0.00751237,NEXO,0.00751237,$0.00,-,-,"approved / NEXO Interest Earned",2023-03-19 06:00:15
NXT44QLx5YwrWVcZ0nX1HJT5r,Interest,ETH,0.00008450,ETH,0.00008450,$0.15,-,-,"approved / ETH Interest Earned",2023-03-19 06:00:15
NXT2wzIjgzVaxbdyfAUIJAYyp,Interest,USD,-1.09000000,-,0.00000000,$1.09,-,-,"approved / Interest",2023-03-18 23:00:02
NXT5WPd8DRg4uDE6Wkcol261F,Interest,NEXO,0.00751156,NEXO,0.00751156,$0.00,-,-,"approved / NEXO Interest Earned",2023-03-18 06:00:16
NXT33oOXhGQifEZCvNeJq7BPs,Interest,ETH,0.00008449,ETH,0.00008449,$0.15,-,-,"approved / ETH Interest Earned",2023-03-18 06:00:16
NXTAVUvpoQp2GUDYW0ztrdf7,Interest,USD,-1.09000000,-,0.00000000,$1.09,-,-,"approved / Interest",2023-03-17 23:00:02
NXT6xRMgWkAQetTfSwTeX0ZeQ,Interest,NEXO,0.00751075,NEXO,0.00751075,$0.00,-,-,"approved / NEXO Interest Earned",2023-03-17 06:00:15
NXT3Z8Y6A8tXHP97ye2SYYv2X,Interest,ETH,0.00008448,ETH,0.00008448,$0.14,-,-,"approved / ETH Interest Earned",2023-03-17 06:00:15
NXT5mkatjdS7jNcMIjsbLbj3D,Interest,USD,-0.75000000,-,0.00000000,$0.75,-,-,"approved / Interest",2023-03-16 23:00:03
NXT6sZYiFWRIceprAi9GrYdmZ,Interest,ETH,0.00008934,ETH,0.00008934,$0.14,-,-,"approved / ETH Interest Earned",2023-03-16 06:00:16
NXT6lMrMmXGydec2qV2zblyKr,Interest,NEXO,0.00750995,NEXO,0.00750995,$0.00,-,-,"approved / NEXO Interest Earned",2023-03-16 06:00:16
NXT6Ul6QCiUxIxdBFiSfGPGhG,Interest,USD,-0.75000000,-,0.00000000,$0.75,-,-,"approved / Interest",2023-03-15 23:00:02
NXT2CF55b35HObsUJDxSNlbaR,Interest,ETH,0.00008933,ETH,0.00008933,$0.15,-,-,"approved / ETH Interest Earned",2023-03-15 06:00:16
NXTSxE2hhj8ocLvHHENTE1Sy,Interest,NEXO,0.00750914,NEXO,0.00750914,$0.00,-,-,"approved / NEXO Interest Earned",2023-03-15 06:00:16
NXT2OHMbKQx4KFQWDsaDQ8MHw,Interest,USD,-0.75000000,-,0.00000000,$0.75,-,-,"approved / Interest",2023-03-14 23:00:03
NXT64mPfzavTXtZVtMkUXD9Oi,Interest,ETH,0.00008931,ETH,0.00008931,$0.14,-,-,"approved / ETH Interest Earned",2023-03-14 06:00:10
NXT34qzepQIrGtncDJyt7uCyK,Interest,NEXO,0.00750833,NEXO,0.00750833,$0.00,-,-,"approved / NEXO Interest Earned",2023-03-14 06:00:10
NXT6C6wgvuK43Co3XRbyNPq55,Interest,USD,-0.75000000,-,0.00000000,$0.75,-,-,"approved / Interest",2023-03-13 23:00:02
NXT45fu6H32sDqPJZm2sYb6lV,Interest,ETH,0.00008930,ETH,0.00008930,$0.14,-,-,"approved / ETH Interest Earned",2023-03-13 06:00:10
NXT3Z4Qv4DQ5VDUHRg5D3LH4P,Interest,NEXO,0.00750753,NEXO,0.00750753,$0.00,-,-,"approved / NEXO Interest Earned",2023-03-13 06:00:10
NXT1IdiCgI2pAVSQGsZxHWWEH,Interest,USD,-0.75000000,-,0.00000000,$0.75,-,-,"approved / Interest",2023-03-12 23:00:02
NXT5qnyvjGSS8YQoTYx8m4LqN,Interest,NEXO,0.00750672,NEXO,0.00750672,$0.00,-,-,"approved / NEXO Interest Earned",2023-03-12 06:00:09
NXT2p3SUM4VPdBx1k9KMcSmEV,Interest,ETH,0.00008929,ETH,0.00008929,$0.13,-,-,"approved / ETH Interest Earned",2023-03-12 06:00:09
NXT792xTjcJHjx2zA8KpybgZ,Interest,USD,-0.75000000,-,0.00000000,$0.75,-,-,"approved / Interest",2023-03-11 23:00:02
NXT7IqhMmDEfpyDDTvcCcrpXu,Interest,NEXO,0.00750591,NEXO,0.00750591,$0.00,-,-,"approved / NEXO Interest Earned",2023-03-11 06:00:10
NXT1xNmqLda4XG77OgSbzZxQF,Interest,ETH,0.00008928,ETH,0.00008928,$0.13,-,-,"approved / ETH Interest Earned",2023-03-11 06:00:10
NXTe9rtlsbdCmWkg4k2vmFDL,Interest,USD,-0.75000000,-,0.00000000,$0.75,-,-,"approved / Interest",2023-03-10 23:00:03
NXT4PijrtgngBxMVrkBeVMwnz,Interest,ETH,0.00008927,ETH,0.00008927,$0.12,-,-,"approved / ETH Interest Earned",2023-03-10 06:00:09
NXT3qqRt7HaTUqMVXBc9mk0q9,Interest,NEXO,0.00750511,NEXO,0.00750511,$0.00,-,-,"approved / NEXO Interest Earned",2023-03-10 06:00:09
NXT5CiXXtpASDdIJfSUNeqiuI,Interest,USD,-0.75000000,-,0.00000000,$0.75,-,-,"approved / Interest",2023-03-09 23:00:02
NXT1AZPd7T4CTKT1KLoTvFhRm,Interest,ETH,0.00008926,ETH,0.00008926,$0.13,-,-,"approved / ETH Interest Earned",2023-03-09 06:00:10
NXTLcHPiT4L2rS3pd273yxW7,Interest,NEXO,0.00750430,NEXO,0.00750430,$0.00,-,-,"approved / NEXO Interest Earned",2023-03-09 06:00:10
NXT6rLZQIdSrbmvlIPfXvHytk,Interest,USD,-0.75000000,-,0.00000000,$0.75,-,-,"approved / Interest",2023-03-08 23:00:02
NXT77M0QbDJKUXMUtsI8vLWvn,Interest,ETH,0.00008925,ETH,0.00008925,$0.13,-,-,"approved / ETH Interest Earned",2023-03-08 06:00:10
NXT5ACQKAXwYJqVeeR6yio1Pz,Interest,NEXO,0.00750349,NEXO,0.00750349,$0.00,-,-,"approved / NEXO Interest Earned",2023-03-08 06:00:10
NXT3zLeBo2L9Kn2fqWi76VMqO,Interest,USD,-0.75000000,-,0.00000000,$0.75,-,-,"approved / Interest",2023-03-07 23:00:02
NXT6THI8kaL30gCOZvwxvlvyM,Interest,NEXO,0.00750269,NEXO,0.00750269,$0.00,-,-,"approved / NEXO Interest Earned",2023-03-07 06:00:10
NXTwlnDpdXuuKxU9j4c8lKZc,Interest,ETH,0.00008924,ETH,0.00008924,$0.14,-,-,"approved / ETH Interest Earned",2023-03-07 06:00:10
NXT47KxbjO7yumSPPbgc48lWS,Interest,USD,-0.75000000,-,0.00000000,$0.75,-,-,"approved / Interest",2023-03-06 23:00:03
NXT5oKxo6cdSzQnUmgjjoUWQQ,Interest,ETH,0.00008923,ETH,0.00008923,$0.13,-,-,"approved / ETH Interest Earned",2023-03-06 06:00:09
NXT1BZJOUgqExUC5RzQLzfjlP,Interest,NEXO,0.00750188,NEXO,0.00750188,$0.00,-,-,"approved / NEXO Interest Earned",2023-03-06 06:00:09
NXT1oIzi5a1v44Ulab03Nsg76,Interest,USD,-0.75000000,-,0.00000000,$0.75,-,-,"approved / Interest",2023-03-05 23:00:02
NXT6btSa1KTGksjzs29zcggSa,Interest,NEXO,0.00750108,NEXO,0.00750108,$0.00,-,-,"approved / NEXO Interest Earned",2023-03-05 06:00:10
NXT2eGbrSvejBiY19zp3hA2it,Interest,ETH,0.00008922,ETH,0.00008922,$0.14,-,-,"approved / ETH Interest Earned",2023-03-05 06:00:10
NXT236YdUwTHd01zXqLzPjwx9,Interest,USD,-0.75000000,-,0.00000000,$0.75,-,-,"approved / Interest",2023-03-04 23:00:02
NXT6bPYKtHWNTktfVUMVGDAnV,Interest,NEXO,0.00750027,NEXO,0.00750027,$0.00,-,-,"approved / NEXO Interest Earned",2023-03-04 06:00:09
NXT1ZA5YouajIL6x2ambJSUKC,Interest,ETH,0.00008921,ETH,0.00008921,$0.13,-,-,"approved / ETH Interest Earned",2023-03-04 06:00:09
NXT6PvqTwv8l8GyLlLtPMrxeK,Interest,USD,-0.75000000,-,0.00000000,$0.75,-,-,"approved / Interest",2023-03-03 23:00:02
NXT5gTy4Ynkx0M2tVMW9Nxk8y,Interest,ETH,0.00008920,ETH,0.00008920,$0.13,-,-,"approved / ETH Interest Earned",2023-03-03 06:00:10
NXT13F2AeMZc0jIdp6omDHjVA,Interest,NEXO,0.00749946,NEXO,0.00749946,$0.00,-,-,"approved / NEXO Interest Earned",2023-03-03 06:00:10
NXT3xCXBPGJ7ENEWExRjPdXrF,Interest,USD,-0.75000000,-,0.00000000,$0.75,-,-,"approved / Interest",2023-03-02 23:00:02
NXT3vswR3zCZYfXN4gLISESCf,Interest,ETH,0.00008919,ETH,0.00008919,$0.14,-,-,"approved / ETH Interest Earned",2023-03-02 06:00:10
NXT2lSfxQhQ6zayUdFl5oc8wL,Interest,NEXO,0.00749866,NEXO,0.00749866,$0.00,-,-,"approved / NEXO Interest Earned",2023-03-02 06:00:10
NXT76qRjgSXgXFvrlPvRELUlD,Interest,USD,-0.75000000,-,0.00000000,$0.75,-,-,"approved / Interest",2023-03-01 23:00:02
NXT645O3qbzP0ifdeyh6PVHHe,Interest,NEXO,0.00749785,NEXO,0.00749785,$0.00,-,-,"approved / NEXO Interest Earned",2023-03-01 06:00:10
NXT3qtU1gSNoccOeDqElLVTas,Interest,ETH,0.00008917,ETH,0.00008917,$0.14,-,-,"approved / ETH Interest Earned",2023-03-01 06:00:10
NXT4QC6uhXATx8dmW16zaWhRf,Interest,USD,-0.75000000,-,0.00000000,$0.75,-,-,"approved / Interest",2023-02-28 23:00:02
NXT6o2yOuL5KfTjdqnn4WYw4c,Interest,NEXO,0.00749705,NEXO,0.00749705,$0.00,-,-,"approved / NEXO Interest Earned",2023-02-28 06:00:09
NXT23gYBorRa9MfxMA7nE9dSz,Interest,ETH,0.00008916,ETH,0.00008916,$0.14,-,-,"approved / ETH Interest Earned",2023-02-28 06:00:09
NXT2KE2J9qqBqwKqYL7SCVA4,Interest,USD,-0.75000000,-,0.00000000,$0.75,-,-,"approved / Interest",2023-02-27 23:00:02
NXT59KyPwov53Oj3L24eL9aZ4,Interest,ETH,0.00008915,ETH,0.00008915,$0.14,-,-,"approved / ETH Interest Earned",2023-02-27 06:00:10
NXT2SATQEIBeeQBf8d74tx6ft,Interest,NEXO,0.00749624,NEXO,0.00749624,$0.00,-,-,"approved / NEXO Interest Earned",2023-02-27 06:00:10
NXT4u3tuDcvDIGaIEI9Wbzvf0,Interest,USD,-0.75000000,-,0.00000000,$0.75,-,-,"approved / Interest",2023-02-26 23:00:02
NXT5G9sVAieallLz0QlURJsIx,Interest,NEXO,0.00749544,NEXO,0.00749544,$0.00,-,-,"approved / NEXO Interest Earned",2023-02-26 06:00:10
NXT1JQv2EM4U0QGp4pS3liSeW,Interest,ETH,0.00008914,ETH,0.00008914,$0.14,-,-,"approved / ETH Interest Earned",2023-02-26 06:00:10
NXT3pfDb2bou6Q9OQ9jPt2fay,Interest,USD,-0.75000000,-,0.00000000,$0.75,-,-,"approved / Interest",2023-02-25 23:00:03
NXT7BDf6ByHpbh8htZEzgmJrn,Interest,NEXO,0.00749463,NEXO,0.00749463,$0.00,-,-,"approved / NEXO Interest Earned",2023-02-25 06:00:10
NXT6RQwu6rI48iM6oveLzjq6W,Interest,ETH,0.00008913,ETH,0.00008913,$0.14,-,-,"approved / ETH Interest Earned",2023-02-25 06:00:10
NXT7397xjGqkQkAnhKr4bltUT,Interest,USD,-0.75000000,-,0.00000000,$0.75,-,-,"approved / Interest",2023-02-24 23:00:02
NXT2bCcTvIRk8HWGl1oOMv8R5,Interest,ETH,0.00008912,ETH,0.00008912,$0.14,-,-,"approved / ETH Interest Earned",2023-02-24 06:00:10
NXT2CJlQWA3wRFTRdmfP8eflo,Interest,NEXO,0.00749383,NEXO,0.00749383,$0.00,-,-,"approved / NEXO Interest Earned",2023-02-24 06:00:10
NXT4UZFR7qjg6DmGA25z4NiCw,Interest,USD,-0.75000000,-,0.00000000,$0.75,-,-,"approved / Interest",2023-02-23 23:00:02
NXT2kb8MMmCLtMidUKnqGR1zt,Interest,ETH,0.00008911,ETH,0.00008911,$0.14,-,-,"approved / ETH Interest Earned",2023-02-23 06:00:10
NXTexTiqQ8iUtUS1ZxpSyUZi,Interest,NEXO,0.00749302,NEXO,0.00749302,$0.00,-,-,"approved / NEXO Interest Earned",2023-02-23 06:00:10
NXT34jopxgap24pp6RwLVVb6W,Interest,USD,-0.75000000,-,0.00000000,$0.75,-,-,"approved / Interest",2023-02-22 23:00:02
NXT5CXsULtIKqRBpFRf9OIKxj,Interest,NEXO,0.00749222,NEXO,0.00749222,$0.00,-,-,"approved / NEXO Interest Earned",2023-02-22 06:00:10
NXT2Kz15ZqNlQsA3pFeL2pUlt,Interest,ETH,0.00008910,ETH,0.00008910,$0.14,-,-,"approved / ETH Interest Earned",2023-02-22 06:00:10
NXT31Q6OjXEDcjsyQWreq3zBx,Interest,USD,-0.75000000,-,0.00000000,$0.75,-,-,"approved / Interest",2023-02-21 23:00:02
NXT6BtFCQtUhxkvlr7u9TG5e9,Interest,NEXO,0.00749141,NEXO,0.00749141,$0.00,-,-,"approved / NEXO Interest Earned",2023-02-21 06:00:10
NXT1j7vamXaPA9XPt7GeSfAiK,Interest,ETH,0.00008909,ETH,0.00008909,$0.15,-,-,"approved / ETH Interest Earned",2023-02-21 06:00:10
NXT7Qi6XW0VOccvH5jzQLLsoA,Interest,USD,-0.75000000,-,0.00000000,$0.75,-,-,"approved / Interest",2023-02-20 23:00:02
NXT2p5QMfJeNGJzg8hz5vruUG,Interest,NEXO,0.00749061,NEXO,0.00749061,$0.00,-,-,"approved / NEXO Interest Earned",2023-02-20 06:00:10
NXTsG18HoGhGavzIgLbFwWQv,Interest,ETH,0.00008908,ETH,0.00008908,$0.15,-,-,"approved / ETH Interest Earned",2023-02-20 06:00:10
NXT5R1Nfz0UixoONQ9rLXW3MC,Interest,USD,-0.75000000,-,0.00000000,$0.75,-,-,"approved / Interest",2023-02-19 23:00:03
NXT5PypIvYUa7XXTxWkrggL0d,Interest,NEXO,0.00748980,NEXO,0.00748980,$0.00,-,-,"approved / NEXO Interest Earned",2023-02-19 06:00:09
NXT3aTnaHV2B7tlhW9OtWsjYe,Interest,ETH,0.00008907,ETH,0.00008907,$0.15,-,-,"approved / ETH Interest Earned",2023-02-19 06:00:09
NXT3Ln1dXFJsSEDO7M3Uxitg9,Interest,USD,-0.75000000,-,0.00000000,$0.75,-,-,"approved / Interest",2023-02-18 23:00:02
NXT4VMcMLB5yDNyEdDrYjcQ9M,Interest,NEXO,0.00748900,NEXO,0.00748900,$0.00,-,-,"approved / NEXO Interest Earned",2023-02-18 06:00:10
NXT9lehP4QtyJCr1vkixCvyh,Interest,ETH,0.00008906,ETH,0.00008906,$0.15,-,-,"approved / ETH Interest Earned",2023-02-18 06:00:10
NXT3Vt2yxasU1qY5Xk9xiwYWv,Interest,USD,-0.75000000,-,0.00000000,$0.75,-,-,"approved / Interest",2023-02-17 23:00:02
NXT4QSSvfzojk4zMq88KvWdiF,Interest,ETH,0.00008905,ETH,0.00008905,$0.14,-,-,"approved / ETH Interest Earned",2023-02-17 06:00:09
NXT3iW6EuizejzAGFEgvqDYSc,Interest,NEXO,0.00748819,NEXO,0.00748819,$0.00,-,-,"approved / NEXO Interest Earned",2023-02-17 06:00:09
NXT47S3dVXV1w990VsTCi9M3m,Interest,USD,-0.75000000,-,0.00000000,$0.75,-,-,"approved / Interest",2023-02-16 23:00:02
NXT4e5hSB9XMwQzfUtzgECPhq,Interest,NEXO,0.00748739,NEXO,0.00748739,$0.00,-,-,"approved / NEXO Interest Earned",2023-02-16 06:00:10
NXT1XEVHnEzkI5fBquQo2Tte8,Interest,ETH,0.00008903,ETH,0.00008903,$0.15,-,-,"approved / ETH Interest Earned",2023-02-16 06:00:10
NXT4KWdLZSnoaoTXh4jOOtccB,Interest,USD,-0.75000000,-,0.00000000,$0.75,-,-,"approved / Interest",2023-02-15 23:00:02
NXT5glIqyihsDg4H5ptcAheTV,Interest,NEXO,0.00748658,NEXO,0.00748658,$0.00,-,-,"approved / NEXO Interest Earned",2023-02-15 06:00:10
NXT16k2SWLdWHjCVxl9MtZpE5,Interest,ETH,0.00008902,ETH,0.00008902,$0.13,-,-,"approved / ETH Interest Earned",2023-02-15 06:00:10
NXT1wE17lEgx4oExPddgQjUh1,Interest,USD,-0.75000000,-,0.00000000,$0.75,-,-,"approved / Interest",2023-02-14 23:00:02
NXT566OEHhfHQ4EX4rgkic1in,Interest,NEXO,0.00748578,NEXO,0.00748578,$0.00,-,-,"approved / NEXO Interest Earned",2023-02-14 06:00:09
NXTfw8KIMOQBvHWl5Ml0YTW9,Interest,ETH,0.00008901,ETH,0.00008901,$0.13,-,-,"approved / ETH Interest Earned",2023-02-14 06:00:09
NXT1GRPmKaxLj5ttj9hxOFwep,Interest,USD,-0.75000000,-,0.00000000,$0.75,-,-,"approved / Interest",2023-02-13 23:00:02
NXT1eHoCmsYuwcMnCMfAp3h40,Interest,NEXO,0.00748497,NEXO,0.00748497,$0.00,-,-,"approved / NEXO Interest Earned",2023-02-13 06:00:08
NXT1r4GHeDVi4bYMxYZaiwWv,Interest,ETH,0.00008900,ETH,0.00008900,$0.13,-,-,"approved / ETH Interest Earned",2023-02-13 06:00:08
NXT2w42DwKt3bz0x7RIaDcoa6,Interest,USD,-0.75000000,-,0.00000000,$0.75,-,-,"approved / Interest",2023-02-12 23:00:02
NXT1ason2c0oitv4wWZsyPyFf,Interest,ETH,0.00008899,ETH,0.00008899,$0.13,-,-,"approved / ETH Interest Earned",2023-02-12 06:00:10
NXTosa1852KJabkjcnU8RMK9,Interest,NEXO,0.00748417,NEXO,0.00748417,$0.00,-,-,"approved / NEXO Interest Earned",2023-02-12 06:00:10
NXT6trQmNPiAY3LRL5uGCsURF,Interest,USD,-0.75000000,-,0.00000000,$0.75,-,-,"approved / Interest",2023-02-11 23:00:02
NXT6hm5f754ud4912KOOtzhwV,Interest,ETH,0.00008898,ETH,0.00008898,$0.13,-,-,"approved / ETH Interest Earned",2023-02-11 06:00:16
NXT2YzNFAkrh96CrgsejfkNgf,Interest,NEXO,0.00748336,NEXO,0.00748336,$0.00,-,-,"approved / NEXO Interest Earned",2023-02-11 06:00:16
NXT29KDkumZV7CAnafwMNcVnJ,Interest,USD,-0.75000000,-,0.00000000,$0.75,-,-,"approved / Interest",2023-02-10 23:00:02
NXT6OG564NVxTlpMrszAvoHKX,Interest,NEXO,0.00748256,NEXO,0.00748256,$0.00,-,-,"approved / NEXO Interest Earned",2023-02-10 06:00:16
NXT4bcfobu9JCrlKkgjcompQz,Interest,ETH,0.00008897,ETH,0.00008897,$0.13,-,-,"approved / ETH Interest Earned",2023-02-10 06:00:16
NXTgYuiFsNBNZbjhSfSN5DRm,Interest,USD,-0.75000000,-,0.00000000,$0.75,-,-,"approved / Interest",2023-02-09 23:00:02
